dbn,school_name,borough,building_code,primary_address_line_1,city,state_code,postcode,Latitude,longitude
27Q260,Frederick Douglass Academy VI High School,Queens,Q465,8-21 Bay 25 Street,Far Rockaway,NY,11691,40.60153,-73.764
03M403,The Global Learning Collaborative,Manhattan,M470,145 West 84 Street,New York,NY,10024,40.78595,-73.9741
32K554,All City Leadership Secondary School,Brooklyn,K554,321 Palmetto Street,Brooklyn,NY,11237,40.69759,-73.9131
02M605,Humanities Preparatory Academy,Manhattan,M440,351 West 18 Street,New York,NY,10011,40.74337,-74.0025
05M670,Thurgood Marshall Academy for Learning and Social Change,Manhattan,M970,200-214 West 135Th Street,New York,NY,10030,40.8153,-73.9443
24Q299,Bard High School Early College Queens,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74455,-73.9369
10X477,Marble Hill High School for International Studies,Bronx,X475,99 Terrace View Avenue,Bronx,NY,10463,40.8776,-73.9133
15K497,School for International Studies,Brooklyn,K293,284 Baltic Street,Brooklyn,NY,11201,40.68516,-73.9936
17K122,Pathways in Technology Early College High School (P-Tech),Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.9392
08X349,Bronx River High School,Bronx,X405,3000 East Tremont Avenue,Bronx,NY,10461,40.84017,-73.8394
10X264,Bronx Academy for Software Engineering (BASE),Bronx,X660,2474 Crotona Avenue,Bronx,NY,10458,40.85533,-73.8824
10X434,Belmont Preparatory High School,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.85952,-73.8886
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,Flushing,NY,11355,40.74954,-73.8215
27Q314,Epic High School – South,Queens,Q226,121-10 Rockaway Boulevard,Queens,NY,11420,40.67506,-73.8167
09X276,Leadership Institute,Bronx,X004,1701 Fulton Avenue,Bronx,NY,10457,40.84124,-73.8985
15K684,Millennium Brooklyn HS,Brooklyn,K460,237 7 Avenue,Brooklyn,NY,11215,40.6693,-73.9787
08X432,BRONX BRIDGES HIGH SCHOOL,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.82145,-73.8557
02M546,Academy for Software Engineering,Manhattan,M460,40 Irving Place,New York,NY,10003,40.73532,-73.9871
09X350,New Directions Secondary School,Bronx,X410,240 East 172 Street,Bronx,NY,10457,40.83987,-73.9112
08X530,Banana Kelly High School,Bronx,X039,965 Longwood Avenue,Bronx,NY,10459,40.81776,-73.8978
31R450,Curtis High School,Staten Island,R450,105 Hamilton Avenue,Staten Island,NY,10301,40.64491,-74.0805
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,Q566,74-20 Commonwealth Blvd,Bellerose,NY,11426,40.74412,-73.7288
02M475,Stuyvesant High School,Manhattan,M477,345 Chambers Street,New York,NY,10282,40.71795,-74.0139
02M489,High School of Economics and Finance,Manhattan,M833,100 Trinity Place,New York,NY,10006,40.70925,-74.0122
14K685,El Puente Academy for Peace and Justice,Brooklyn,K778,250 Hooper Street,Brooklyn,NY,11211,40.70564,-73.9556
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,Brooklyn,NY,11225,40.667,-73.951
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.6337,-73.9175
28Q167,Metropolitan Expeditionary Learning School,Queens,Q686,91-30 Metropolitan Avenue,Forest Hills,NY,11375,40.70885,-73.8558
01M509,Marta Valle High School,Manhattan,M025,145 Stanton Street,New York,NY,10002,40.72029,-73.9861
04M435,Manhattan Center for Science and Mathematics,Manhattan,M435,260 Pleasant Avenue,New York,NY,10029,40.79417,-73.9327
21K620,William E. Grady Career and Technical Education High School,Brooklyn,K620,25 Brighton 4Th Road,Brooklyn,NY,11235,40.58333,-73.9637
02M408,Professional Performing Arts High School,Manhattan,M017,328 West 48 Street,New York,NY,10036,40.76133,-73.9887
17K539,High School for Service & Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64959,-73.9572
15K429,Brooklyn School for Global Studies,Brooklyn,K293,284 Baltic Street,Brooklyn,NY,11201,40.68516,-73.9936
09X404,School for Excellence,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8273,-73.9045
17K531,"School for Human Rights, The",Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65867,-73.9438
02M529,Jacqueline Kennedy Onassis High School,Manhattan,M486,120 West 46 Street,New York,NY,10036,40.75764,-73.9834
11X249,Bronx Health Sciences High School,Bronx,X455,750 Baychester Avenue,Bronx,NY,10475,40.87409,-73.8321
15K464,Park Slope Collegiate,Brooklyn,K460,237 7 Avenue,Brooklyn,NY,11215,40.6693,-73.9787
19K764,The Urban Assembly School for Collaborative Healthcare,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69301,-73.8691
11X288,Collegiate Institute for Math and Science,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.86046,-73.8603
12X521,The Metropolitan Soundview High School,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.8323,-73.8786
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,K580,105 Johnson Street,Brooklyn,NY,11201,40.69563,-73.9857
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",Bronx,X655,455 Southern Blvd,Bronx,NY,10455,40.81052,-73.9076
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,Brooklyn,NY,11225,40.66908,-73.9614
11X514,The Bronxwood Preparatory Academy,Bronx,X362,921 East 228Th Street,Bronx,NY,10466,40.88824,-73.8526
19K422,Spring Creek Community School,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65736,-73.8741
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,Fresh Meadows,NY,11365,40.74047,-73.7936
13K430,Brooklyn Technical High School,Brooklyn,K430,29 Ft Greene Place,Brooklyn,NY,11217,40.68894,-73.9764
28Q310,Queens Collegiate: A College Board School,Queens,Q470,167-01 Gothic Drive,Jamaica,NY,11432,40.71422,-73.798
10X440,DeWitt Clinton High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88109,-73.8875
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,K313,283 Adams Street,Brooklyn,NY,11201,40.69466,-73.9883
09X525,Bronx Leadership Academy High School,Bronx,X876,1710 Webster Avenue,Bronx,NY,10457,40.84337,-73.903
06M293,City College Academy of the Arts,Manhattan,M218,4600 Broadway,New York,NY,10040,40.86082,-73.9301
14K477,School for Legal Studies,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71188,-73.9403
02M533,Union Square Academy for Health Sciences,Manhattan,M460,40 Irving Place,New York,NY,10003,40.73532,-73.9871
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.6337,-73.9175
10X437,Fordham High School for the Arts,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.85952,-73.8886
32K168,The Brooklyn School for Math and Research,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69681,-73.9117
19K615,Transit Tech Career and Technical Education High School,Brooklyn,K615,1 Wells Street,Brooklyn,NY,11208,40.67882,-73.8754
29Q283,Preparatory Academy for Writers: A College Board School,Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66811,-73.7579
16K688,The Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,Brooklyn,NY,11221,40.6914,-73.9331
12X682,Fannie Lou Hamer Freedom High School,Bronx,X878,1021 Jennings Street,Bronx,NY,10460,40.83105,-73.8856
32K549,Bushwick School for Social Justice,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69681,-73.9117
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.66995,-73.9613
01M450,East Side Community School,Manhattan,M060,420 East 12 Street,New York,NY,10009,40.72915,-73.9825
28Q505,Hillcrest High School,Queens,Q505,160-05 Highland Avenue,Jamaica,NY,11432,40.70952,-73.8025
07X334,International Community High School,Bronx,X139,345 Brook Avenue,Bronx,NY,10454,40.81021,-73.9184
20K505,Franklin Delano Roosevelt High School,Brooklyn,K505,5800 20 Avenue,Brooklyn,NY,11204,40.62132,-73.9825
02M047,47 The American Sign Language and English Secondary School,Manhattan,M047,223 East 23 Street,New York,NY,10010,40.73862,-73.9815
08X305,Pablo Neruda Academy,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.82145,-73.8557
28Q687,Queens High School for the Sciences at York College,Queens,Q774,94-50 159 Street,Jamaica,NY,11433,40.70093,-73.7983
17K751,Academy for Health Careers,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.9392
09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,X970,1595 Bathgate Avenue,Bronx,NY,10457,40.83962,-73.9017
07X600,Alfred E. Smith Career and Technical Education High School,Bronx,X600,333 East 151 Street,Bronx,NY,10451,40.81852,-73.92
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.6337,-73.9175
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,X143,120 West 231 Street,Bronx,NY,10463,40.87545,-73.9015
12X251,Explorations Academy,Bronx,X098,1619 Boston Road,Bronx,NY,10460,40.83628,-73.8907
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,Q202,138-30 Lafayette Street,Ozone Park,NY,11417,40.67089,-73.8457
09X413,Bronx High School for Medical Science,Bronx,X410,240 East 172 Street,Bronx,NY,10457,40.83987,-73.9112
18K563,It Takes a Village Academy,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64806,-73.9222
09X231,Eagle Academy for Young Men,Bronx,X465,4143 Third Avenue,Bronx,NY,10457,40.84529,-73.8972
24Q485,Grover Cleveland High School,Queens,Q485,21-27 Himrod Street,Ridgewood,NY,11385,40.71163,-73.9092
02M413,School of the Future High School,Manhattan,M660,127 East 22 Street,New York,NY,10010,40.73909,-73.9854
20K445,New Utrecht High School,Brooklyn,K445,1601 80 Street,Brooklyn,NY,11214,40.61303,-74.0022
19K504,High School for Civil Rights,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66698,-73.8952
01M448,University Neighborhood High School,Manhattan,M446,200 Monroe Street,New York,NY,10002,40.71225,-73.9841
28Q690,High School for Law Enforcement and Public Safety,Queens,Q690,116-25 Guy R Brewer Boulevard,Jamaica,NY,11434,40.68597,-73.7834
29Q326,Cambria Heights Academy,Queens,Q799,188-04 91St Avenue,Hollis,NY,11423,40.71173,-73.7708
03M859,Special Music School,Manhattan,M490,122 Amsterdam Avenue,New York,NY,10023,40.7749,-73.9856
02M376,NYC iSchool,Manhattan,M615,131 Avenue Of The Americas,New York,NY,10013,40.72464,-74.0051
13K483,The Urban Assembly School for Law and Justice,Brooklyn,K313,283 Adams Street,Brooklyn,NY,11201,40.69466,-73.9883
19K507,Performing Arts and Technology High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66698,-73.8952
04M372,ESPERANZA PREPARATORY ACADEMY,Manhattan,M117,240 East 109 Street,New York,NY,10029,40.79259,-73.9421
10X565,High School for Energy and Technology,Bronx,X660,2474 Crotona Avenue,Bronx,NY,10458,40.85533,-73.8824
02M419,Landmark High School,Manhattan,M440,351 West 18 Street,New York,NY,10011,40.74337,-74.0025
14K561,Williamsburg Preparatory School,Brooklyn,K650,257 North 6 Street,Brooklyn,NY,11211,40.71563,-73.955
08X282,Women's Academy of Excellence,Bronx,X174,456 White Plains Road,Bronx,NY,10473,40.81502,-73.856
21K559,Life Academy High School for Film and Music,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59362,-73.9861
08X269,Bronx Studio School for Writers and Artists,Bronx,X392,928 Simpson Street,Bronx,NY,10459,40.8204,-73.8929
25Q285,World Journalism Preparatory: A College Board School,Queens,Q025,34-65 192 Street,Flushing,NY,11358,40.76502,-73.7897
15K519,Cobble Hill School of American Studies,Brooklyn,K804,347 Baltic Street,Brooklyn,NY,11201,40.68488,-73.9909
24Q530,International High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,Long Island City,NY,11101,40.7434,-73.9333
29Q248,Queens Preparatory Academy,Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66811,-73.7579
09X412,Bronx High School of Business,Bronx,X410,240 East 172 Street,Bronx,NY,10457,40.83987,-73.9112
02M600,The High School of Fashion Industries,Manhattan,M600,225 West 24 Street,New York,NY,10011,40.74571,-73.9964
17K528,The High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.66995,-73.9613
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,K580,105 Johnson Street,Brooklyn,NY,11201,40.69563,-73.9857
30Q502,Information Technology High School,Queens,Q725,21-16 44Th Road,Long Island City,NY,11101,40.74851,-73.9465
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,K026,1014 Lafayette Avenue,Brooklyn,NY,11221,40.69198,-73.9315
27Q650,"High School for Construction Trades, Engineering and Architecture",Queens,Q650,94-06 104Th Street,Ozone Park,NY,11416,40.68927,-73.8412
11X418,Bronx High School for the Visual Arts,Bronx,X839,2040 Antin Pl,Bronx,NY,10462,40.85175,-73.8645
22K425,James Madison High School,Brooklyn,K425,3787 Bedford Avenue,Brooklyn,NY,11229,40.60991,-73.9483
16K455,Boys and Girls High School,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67892,-73.9317
19K409,East New York Family Academy,Brooklyn,K819,2057 Linden Boulevard,Brooklyn,NY,11207,40.66121,-73.8868
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65867,-73.9438
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,Brooklyn,NY,11224,40.5827,-73.9723
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,Q891,47-07 30 Place,Long Island City,NY,11101,40.74271,-73.9363
02M300,"Urban Assembly School of Design and Construction, The",Manhattan,M535,525 West 50Th Street,New York,NY,10019,40.76559,-73.993
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694,40.58667,-73.8234
23K514,Frederick Douglass Academy VII High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66553,-73.9121
02M438,International High School at Union Square,Manhattan,M460,40 Irving Place,New York,NY,10003,40.73532,-73.9871
20K490,Fort Hamilton High School,Brooklyn,K490,8301 Shore Road,Brooklyn,NY,11209,40.62717,-74.0393
07X495,University Heights Secondary School,Bronx,X470,701 St. Anns Avenue,Bronx,NY,10455,40.81813,-73.9115
29Q492,"Mathematics, Science Research and Technology Magnet High School",Queens,Q490,207- 01 116Th Avenue,Cambria Heights,NY,11411,40.69819,-73.746
02M135,The Urban Assembly School for Emergency Management,Manhattan,M625,439 West 49Th Street,New York,NY,10019,40.764,-73.9908
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,Bronx,X362,921 East 228Th Street,Bronx,NY,10466,40.88824,-73.8526
03M492,"High School for Law, Advocacy and Community Justice",Manhattan,M490,122 Amsterdam Avenue,New York,NY,10023,40.7749,-73.9856
02M580,Richard R. Green High School of Teaching,Manhattan,M282,26 Broadway,New York,NY,10004,40.70544,-74.0129
14K586,Lyons Community School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.70977,-73.9445
02M425,Leadership and Public Service High School,Manhattan,M894,90 Trinity Place,New York,NY,10006,40.70898,-74.0125
31R047,CSI High School for International Studies,Staten Island,R043,100 Essex Drive,Staten Island,NY,10314,40.58197,-74.1594
24Q550,High School for Arts and Business,Queens,Q456,105-25 Horace Harding Expy N,Corona,NY,11368,40.73755,-73.853
06M346,Community Health Academy of the Heights,Manhattan,M814,504 West 158Th Street,New York,NY,10032,40.83349,-73.9424
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Queens,Q686,91-30 Metropolitan Avenue,Forest Hills,NY,11375,40.70885,-73.8558
29Q272,George Washington Carver High School for the Sciences,Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66811,-73.7579
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.85952,-73.8886
29Q327,Eagle Academy for Young Men III,Queens,Q633,171-10 Linden Boulevard,Jamaica,NY,11434,40.69125,-73.7785
02M407,Institute for Collaborative Education,Manhattan,M475,345 East 15Th Street,New York,NY,10003,40.73268,-73.9826
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,K865,797 Bushwick Avenue,Brooklyn,NY,11221,40.69538,-73.9275
02M439,Manhattan Village Academy,Manhattan,M873,43 West 22 Street,New York,NY,10010,40.74196,-73.9922
24Q455,Newtown High School,Queens,Q455,48-01 90 Street,Elmhurst,NY,11373,40.74084,-73.874
12X550,High School of World Cultures,Bronx,X420,1300 Boynton Avenue,Bronx,NY,10472,40.8323,-73.8786
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69301,-73.8691
08X561,Bronx Compass High School,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.82145,-73.8557
02M260,M.S. 260 Clinton School Writers & Artists,Manhattan,M933,425 West 33Rd Street,Manhattan,NY,10001,40.75339,-73.9979
16K765,Nelson Mandela School for Social Justice,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67892,-73.9317
09X297,Morris Academy for Collaborative Studies,Bronx,X400,1110 Boston Road,Bronx,NY,10456,40.8273,-73.9045
02M400,High School for Environmental Studies,Manhattan,M834,444 West 56 Street,New York,NY,10019,40.76787,-73.9882
12X372,Urban Assembly School for Wildlife Conservation,Bronx,X067,2024 Mohegan Avenue,Bronx,NY,10460,40.84388,-73.8843
23K697,Teachers Preparatory High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66553,-73.9121
09X365,Academy for Language and Technology,Bronx,X082,1700 Macombs Road,Bronx,NY,10453,40.84946,-73.9155
13K350,Urban Assembly High School of Music and Art,Brooklyn,K805,49 Flatbush Avenue Extension,Brooklyn,NY,11201,40.69735,-73.9845
15K462,Secondary School for Law,Brooklyn,K460,237 7 Avenue,Brooklyn,NY,11215,40.6693,-73.9787
18K589,Arts & Media Preparatory Academy,Brooklyn,K232,905 Winthrop Street,Brooklyn,NY,11203,40.65869,-73.9287
02M519,Talent Unlimited High School,Manhattan,M480,317 East 67 Street,New York,NY,10065,40.76537,-73.9597
02M418,Millennium High School,Manhattan,M824,75 Broad Street,New York,NY,10004,40.70469,-74.0112
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,X141,660 West 237 Street,Bronx,NY,10463,40.8877,-73.9136
27Q309,Academy of Medical Technology: A College Board School,Queens,Q465,8-21 Bay 25 Street,Far Rockaway,NY,11691,40.60153,-73.764
11X455,Harry S Truman High School,Bronx,X455,750 Baychester Avenue,Bronx,NY,10475,40.87409,-73.8321
02M630,Art and Design High School,Manhattan,M488,231-249 East 56 Street,New York,NY,10019,40.75921,-73.9662
19K404,Academy for Young Writers,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65736,-73.8741
10X438,Fordham Leadership Academy for Business and Technology,Bronx,X435,500 East Fordham Road,Bronx,NY,10458,40.85952,-73.8886
07X473,Mott Haven Village Preparatory High School,Bronx,X470,701 St. Anns Avenue,Bronx,NY,10455,40.81813,-73.9115
02M543,New Design High School,Manhattan,M445,350 Grand Street,New York,NY,10002,40.71732,-73.9893
10X342,International School for Liberal Arts,Bronx,X430,2780 Reservoir Avenue,Bronx,NY,10468,40.8703,-73.897
27Q334,Epic High School – North,Queens,Q636,94-25 117th Street,South Richmond Hill,NY,11419,40.69286,-73.8292
10X351,Bronx Collaborative High School,Bronx,X440,100 West Mosholu Parkway South,Bronx,NY,10468,40.88109,-73.8875
02M414,N.Y.C. Museum School,Manhattan,M070,333 West 17 Street,New York,NY,10011,40.74257,-74.0024
11X265,Bronx Lab School,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87517,-73.8616
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,Manhattan,M520,411 Pearl Street,New York,NY,10038,40.71103,-74.0013
27Q262,Channel View School for Research,Queens,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694,40.58667,-73.8234
09X329,DreamYard Preparatory School,Bronx,X410,240 East 172 Street,Bronx,NY,10457,40.83987,-73.9112
28Q620,Thomas A. Edison Career and Technical Education High School,Queens,Q620,165-65 84 Avenue,Jamaica,NY,11432,40.71636,-73.7988
14K632,Frances Perkins Academy,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72226,-73.9536
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Manhattan,M620,111 East 33Rd Street,New York,NY,10016,40.74643,-73.981
02M542,Manhattan Bridges High School,Manhattan,M535,525 West 50Th Street,New York,NY,10019,40.76559,-73.993
27Q400,August Martin High School,Queens,Q400,156-10 Baisley Boulevard,Jamaica,NY,11434,40.67476,-73.7832
25Q241,Queens High School for Language Studies,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76496,-73.8269
27Q351,Rockaway Collegiate High School,Queens,Q410,100-00 Beach Channel Drive,Rockaway Park,NY,11694,40.58667,-73.8234
32K403,Academy for Environmental Leadership,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69681,-73.9117
31R445,Port Richmond High School,Staten Island,R445,85 St Josephs Avenue,Staten Island,NY,10302,40.63484,-74.142
25Q240,Veritas Academy,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76496,-73.8269
23K644,Eagle Academy for Young Men II,Brooklyn,K271,1137 Herkimer Street,Brooklyn,NY,11233,40.67811,-73.9152
27Q302,"Queens High School for Information, Research, and Technology",Queens,Q465,8-21 Bay 25 Street,Far Rockaway,NY,11691,40.60153,-73.764
09X517,Frederick Douglass Academy III Secondary School,Bronx,X148,3630 Third Avenue,Bronx,NY,10456,40.83371,-73.9039
28Q325,Hillside Arts & Letters Academy,Queens,Q470,167-01 Gothic Drive,Jamaica,NY,11432,40.71422,-73.798
05M499,Frederick Douglass Academy,Manhattan,M010,2581 7Th Avenue,New York,NY,10039,40.8244,-73.9365
24Q264,Academy of Finance and Enterprise,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74455,-73.9369
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",Bronx,X972,1440 Story Avenue,Bronx,NY,10473,40.8211,-73.8811
02M374,Gramercy Arts High School,Manhattan,M460,40 Irving Place,New York,NY,10003,40.73532,-73.9871
17K533,School for Democracy and Leadership,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65867,-73.9438
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223Rd Street,Oakland Gardens,NY,11364,40.7519,-73.7565
31R455,Tottenville High School,Staten Island,R455,100 Luten Avenue,Staten Island,NY,10312,40.5283,-74.1935
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,Flushing,NY,11355,40.76034,-73.8179
02M449,Vanguard High School,Manhattan,M480,317 East 67 Street,New York,NY,10065,40.76537,-73.9597
32K552,Academy of Urban Planning,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69681,-73.9117
06M468,High School for Health Careers and Sciences,Manhattan,M465,549 Audubon Avenue,New York,NY,10040,40.85621,-73.9266
30Q580,Baccalaureate School for Global Education,Queens,Q798,34-12 36 Avenue,Astoria,NY,11106,40.75501,-73.9269
12X684,Wings Academy,Bronx,X879,1122 East 180 Street,Bronx,NY,10460,40.84141,-73.8752
22K405,Midwood High School,Brooklyn,K405,2839 Bedford Avenue,Brooklyn,NY,11210,40.63289,-73.9524
25Q670,Robert F. Kennedy Community High School,Queens,Q707,75-40 Parsons Boulevard,Fresh Meadows,NY,11366,40.72529,-73.8112
19K618,Academy of Innovative Technology,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69301,-73.8691
02M298,Pace High School,Manhattan,M131,100 Hester Street,New York,NY,10002,40.71621,-73.9936
08X376,Antonia Pantoja Preparatory Academy: A College Board School,Bronx,X450,1980 Lafayette Avenue,Bronx,NY,10473,40.82145,-73.8557
02M500,Unity Center for Urban Technologies,Manhattan,M620,111 East 33Rd Street,New York,NY,10016,40.74643,-73.981
02M507,Urban Assembly Gateway School for Technology,Manhattan,M625,439 West 49Th Street,New York,NY,10019,40.764,-73.9908
27Q323,Scholars' Academy,Queens,Q180,320 Beach 104Th Street,Rockaway Park,NY,11694,40.58445,-73.8252
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64959,-73.9572
12X278,Peace and Diversity Academy,Bronx,X099,1180 Rev. J.A. Polite Ave.,Bronx,NY,10459,40.82772,-73.897
14K558,Williamsburg High School for Architecture and Design,Brooklyn,K650,257 North 6 Street,Brooklyn,NY,11211,40.71563,-73.955
02M288,Food and Finance High School,Manhattan,M535,525 West 50Th Street,New York,NY,10019,40.76559,-73.993
21K468,Kingsborough Early College School,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59362,-73.9861
10X225,Theatre Arts Production Company School,Bronx,X137,2225 Webster Avenue,Bronx,NY,10457,40.85466,-73.897
11X508,Bronxdale High School,Bronx,X415,925 Astor Avenue,Bronx,NY,10469,40.86046,-73.8603
11X253,Bronx High School for Writing and Communication Arts,Bronx,X425,800 East Gun Hill Road,Bronx,NY,10467,40.87517,-73.8616
02M316,"Urban Assembly School of Business for Young Women, the",Manhattan,M282,26 Broadway,New York,NY,10004,40.70544,-74.0129
25Q525,Townsend Harris High School,Queens,Q515,149-11 Melbourne Avenue,Flushing,NY,11367,40.73499,-73.8214
